CCN,Address,State,ZIP,Hospital Type,Ownership,ED Services,Abdominopelvic Accidental Puncture Or Laceration Rate,Death Rate Among Surgical Inpatients With Serious Treatable Complications,Death Rate For Cabg Surgery Patients,Death Rate For Copd Patients,Death Rate For Heart Failure Patients,Death Rate For Pneumonia Patients,Hybrid Hospital Wide All Cause Risk Standardized Mortality Rate,Iatrogenic Pneumothorax Rate,In Hospital Fall Associated Fracture Rate,Mort 30 Ami,Mort 30 Stk,Perioperative Pulmonary Embolism Or Deep Vein Thrombosis Rate,Postoperative Acute Kidney Injury Requiring Dialysis Rate,Postoperative Hemorrhage Or Hematoma Rate,Postoperative Respiratory Failure Rate,Postoperative Sepsis Rate,Postoperative Wound Dehiscence Rate,Pressure Ulcer Rate,Medicare Hospital Spending Per Patient Medicare Spending Per Beneficiary
040134,1701 S SHACKLEFORD ROAD,AR,72211,Acute Care Hospitals,Proprietary,Yes,0.85,183.56,3.5,8.5,10.8,14.3,4.8,0.26,0.25,12.1,,4.22,1.86,3.45,6.39,6.17,1.82,0.24,0.95
040137,2215 WILDWOOD AVENUE,AR,72120,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.84,178.7,,,11.8,11.9,4.7,0.23,0.26,,14.8,4.26,1.67,1.87,10.8,6.63,1.86,0.34,1.13
040067,101 HOSPITAL DRIVE,AR,71753,Acute Care Hospitals,Government - Local,Yes,0.88,,,,16.7,21.8,4.5,0.24,0.28,,,4.2,1.68,2.38,9.92,5.52,,0.49,1.18
040153,2001 SOUTH MAIN,AR,71801,Acute Care Hospitals,Proprietary,Yes,,,,,,13.5,4.0,0.25,0.29,,,,,,,,,0.58,1.17
040147,5201 NORTH SHORE DRIVE,AR,72118,Acute Care Hospitals,Physician,Yes,0.87,,,,,,4.5,0.24,0.45,,,2.62,1.54,3.57,4.86,4.0,1.86,0.52,0.9
04010F,4300 WEST SEVENTH STREET,AR,72205,Acute Care - Veterans Administration,Veterans Health Administration,Yes,1.1,177.67,,8.5,10.3,13.8,,0.42,0.23,11.3,,3.85,1.41,3.77,7.73,4.87,1.99,0.68,
040062,7301 ROGERS AVE,AR,72903,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.79,138.89,3.5,10.8,14.0,16.8,4.1,0.37,0.22,13.9,12.8,3.37,1.73,2.13,9.55,4.64,1.63,0.12,1.09
040016,4301 WEST MARKHAM STREET MAIL SLOT 612,AR,72205,Acute Care Hospitals,Government - State,Yes,1.49,163.07,,8.7,12.1,15.6,3.8,0.22,0.3,12.5,14.8,4.7,1.65,2.26,11.44,4.65,1.64,0.29,0.99
040050,638 CALIFORNIA AVENUE,AR,71701,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.88,,,,11.6,18.7,4.8,0.25,0.29,,,3.76,1.68,2.41,9.85,,,0.53,1.11
040004,3215 N NORTH HILLS BOULEVARD,AR,72703,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.77,198.79,2.6,10.4,12.1,16.6,3.6,0.21,0.21,12.2,14.1,3.6,0.9,1.96,6.23,5.32,2.44,0.32,1.01
040154,1555 EXCHANGE AVENUE,AR,72032,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.05,,,10.7,10.7,15.2,4.5,0.22,0.27,12.4,13.5,4.0,1.59,2.19,13.09,6.49,1.81,0.85,1.01
040007,TWO ST VINCENT CIRCLE,AR,72205,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.56,183.91,3.1,9.6,11.8,16.7,3.6,0.33,0.34,13.4,13.9,3.63,2.28,4.72,18.07,6.76,2.46,0.42,1.04
040010,2710 SOUTH RIFE MEDICAL LANE,AR,72758,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.64,161.92,2.9,10.4,10.0,16.6,3.4,0.18,0.3,13.6,12.0,2.43,1.55,2.7,8.03,4.07,2.42,0.33,1.0
040011,719 DETROIT STREET,AR,72833,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,,8.1,9.6,17.0,4.2,0.24,0.28,,,,,,,,,0.51,0.89
040014,3214 EAST RACE AVENUE,AR,72143,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.95,172.74,,10.2,12.0,16.9,5.0,0.19,0.27,14.3,15.7,3.47,1.51,2.73,10.73,4.64,2.11,0.19,1.04
040015,311 NORTH MORROW STREET,AR,71953,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,,,,13.0,20.1,4.8,0.31,0.29,,,3.85,,2.43,,,,0.57,1.03
040017,620 NORTH MAIN STREET,AR,72601,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.08,,,13.4,11.0,24.5,5.3,0.24,0.28,,13.6,3.39,1.66,2.34,9.13,5.31,1.82,0.42,1.01
040051,778 SCOGIN DRIVE,AR,71655,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.88,,,7.3,9.1,15.0,3.4,0.24,0.28,,,3.86,,2.42,,,,0.48,0.96
040018,211 CRAWFORD MEMORIAL DRIVE,AR,72956,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,,,,,,0.25,0.29,,,,,,,,,0.63,
040020,225 E WASHINGTON AVE,AR,72401,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.78,152.12,4.9,11.7,12.6,20.7,5.0,0.24,0.38,14.2,16.6,5.03,1.35,2.32,7.66,5.37,2.01,3.11,1.09
040022,609 WEST MAPLE AVENUE,AR,72764,Acute Care Hospitals,Proprietary,Yes,0.92,210.03,,10.6,12.6,17.6,4.4,0.31,0.29,12.5,16.2,3.38,1.4,2.09,13.61,4.26,1.79,0.22,1.05
040026,300 WERNER STREET,AR,71903,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8,155.65,2.1,12.7,15.0,16.6,4.6,0.27,0.29,13.1,11.7,3.58,1.51,1.91,6.25,4.56,1.65,0.11,1.12
040027,624 HOSPITAL DRIVE,AR,72653,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.73,185.49,1.9,13.2,14.6,20.9,4.9,0.24,0.31,12.6,16.8,2.89,2.03,3.65,5.12,4.44,1.7,1.15,1.0
040029,2302 COLLEGE AVENUE,AR,72034,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.31,185.41,,9.0,11.2,20.8,4.7,0.59,0.36,11.4,15.4,4.78,1.84,2.7,17.78,7.8,1.72,0.19,1.04
040036,3333 SPRINGHILL DRIVE,AR,72117,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.93,200.68,2.3,9.3,15.0,20.6,4.8,0.17,0.33,12.4,17.5,3.68,1.83,2.84,11.85,6.81,1.85,1.22,1.04
040039,900 WEST KINGSHIGHWAY,AR,72450,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.84,,,10.9,11.9,15.6,5.1,0.23,0.32,12.9,12.3,5.0,,2.27,,,1.82,0.33,1.12
040041,1808 WEST MAIN STREET,AR,72801,Acute Care Hospitals,Proprietary,Yes,0.86,,,8.6,11.4,14.4,4.9,0.4,0.43,11.2,14.3,3.68,1.65,2.68,7.98,5.29,1.83,0.33,1.01
040019,1601 NEWCASTLE ROAD,AR,72335,Acute Care Hospitals,Proprietary,Yes,0.88,,,,,20.3,4.6,0.25,0.29,,,3.85,,2.42,,,,0.56,0.96
040156,2100 NORTH SEVENTH STREET,AR,72301,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,,,,17.7,4.3,0.25,0.29,,,,,,,,,0.61,0.96
043300,"1 CHILDREN'S WAY, SLOT 301",AR,72202,Childrens,Voluntary non-profit - Private,Yes,,,,,,,,,,,,,,,,,,,
040164,1400 BRADEN STREET,AR,72076,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,,,,,,,,,,,,,,,,,
041329,214 CARTER STREET,AR,72616,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,15.2,3.8,,,,,,,,,,,,
041330,1206 GORDON DUCKWORTH DRIVE,AR,72454,Critical Access Hospitals,Government - Local,Yes,,,,7.5,15.8,19.0,4.4,,,,,,,,,,,,
041331,1101 JACKSON STREET SW,AR,72736,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,4.7,,,,,,,,,,,,
041332,1205 MCLAIN STREET,AR,72112,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,19.2,5.0,,,,,,,,,,,,
041333,960 HWY 71 N,AR,71832,Critical Access Hospitals,Government - Local,Yes,,,,,,,,,,,,,,,,,,,
043301,2601 GENE GEORGE BOULEVARD,AR,72762,Childrens,Voluntary non-profit - Private,Yes,,,,,,,,,,,,,,,,,,,
044004,4253 CROSSOVER ROAD,AR,72703,Psychiatric,Proprietary,No,,,,,,,,,,,,,,,,,,,
044005,21 BRIDGEWAY ROAD,AR,72113,Psychiatric,Proprietary,No,,,,,,,,,,,,,,,,,,,
044006,10301 MAYO DRIVE,AR,72923,Psychiatric,Proprietary,No,,,,,,,,,,,,,,,,,,,
044007,100 RIVENDELL DRIVE,AR,72019,Psychiatric,Proprietary,No,,,,,,,,,,,,,,,,,,,
044011,305 S PALM STREET,AR,72205,Psychiatric,Government - State,Yes,,,,,,,,,,,,,,,,,,,
044017,1601 MURPHY DRIVE,AR,72113,Psychiatric,Voluntary non-profit - Private,No,,,,,,,,,,,,,,,,,,,
044019,1955 WEST TRUCKER'S DRIVE,AR,72704,Psychiatric,Proprietary,No,,,,,,,,,,,,,,,,,,,
044020,701 ARKANSAS BOULEVARD SUITE 300,AR,71854,Psychiatric,Proprietary,No,,,,,,,,,,,,,,,,,,,
044021,600 NORTH 7TH STREET,AR,72301,Psychiatric,Voluntary non-profit - Church,No,,,,,,,,,,,,,,,,,,,
044022,2255 STURGIS ROAD,AR,72034,Psychiatric,Proprietary,No,,,,,,,,,,,,,,,,,,,
040002,1100 EAST POPLAR STREET,AR,72830,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.88,,,7.8,11.2,18.0,4.2,0.31,0.33,,,3.82,,2.4,9.96,,,0.54,0.93
041328,2729 SOUTH HIGHWAY 65 & 82,AR,71653,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,20.2,4.3,,,,,,,,,,,,
041327,404 SOUTH BRADLEY STREET,AR,71671,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,18.9,5.4,,,,,,,,,,,,
041326,811 HIGHWAY 65 SOUTH,AR,71639,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,19.2,4.0,,,,,,,,,,,,
041324,#4 HOSPITAL DRIVE,AR,72110,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,,,,,17.2,4.2,,,,,,,,,,,,
041300,500 EAST ACADEMY,AR,72855,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,10.9,16.5,4.2,,,,,,,,,,,,
041302,200 NORTH THIRD STREET,AR,72834,Critical Access Hospitals,Government - Local,Yes,,,,,,20.4,4.9,,,,,,,,,,,,
041303,801 WEST RIVER STREET,AR,72949,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,4.5,,,,,,,,,,,,
041305,1341 WEST SIXTH STREET,AR,72958,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,15.1,4.2,,,,,,,,,,,,
041306,61 GRASSE STREET,AR,72519,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,5.6,,,,,,,,,,,,
041307,310 SOUTH FALLS BOULEVARD,AR,72396,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,16.9,4.5,,,,,,,,,,,,
041308,900 SOUTH THIRD STREET,AR,71654,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,,,,,,,,,,,,,
041309,1309 WEST MAIN STREET,AR,72476,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,4.3,,,,,,,,,,,,
040161,1901 ENCORE WAY,AR,72019,Acute Care Hospitals,Proprietary,Yes,0.79,,,8.9,15.1,16.7,4.7,0.24,0.27,11.8,,3.48,1.54,2.54,7.48,5.32,1.83,0.45,0.97
041310,2106 EAST MAIN STREET,AR,72560,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,18.6,4.7,,,,,,,,,,,,
041312,1800 BYPASS ROAD,AR,72543,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,14.3,16.3,4.3,,,,,,,,,,,,
041313,2500 HIGHWAY 65 SOUTH,AR,72031,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,8.5,,16.0,4.2,,,,,,,,,,,,
041317,201 CLIFTON STREET,AR,71742,Critical Access Hospitals,Government - Local,Yes,,,,,,,4.8,,,,,,,,,,,,
041318,880 WEST MAIN,AR,72927,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,10.6,14.5,4.2,,,,,,,,,,,,
041320,451 WEST LOCKE STREET,AR,71822,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,4.6,,,,,,,,,,,,
041321,3050 TWIN RIVERS DRIVE,AR,71923,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,17.0,3.7,,,,,,,,,,,,
041322,679 NORTH MAIN STREET,AR,72576,Critical Access Hospitals,Government - Local,Yes,,,,,,21.4,4.3,,,,,,,,,,,,
041323,1015 UNITY ROAD,AR,71635,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,8.7,10.6,18.5,4.5,,,,,,,,,,,,
041311,130 MEDICAL CIRCLE,AR,71852,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,12.4,22.7,4.8,,,,,,,,,,,,
040001,603 NORTH PROGRESS AVENUE,AR,72761,Acute Care Hospitals,Proprietary,Yes,0.84,,,,11.8,20.1,4.2,0.3,0.32,,,3.44,1.67,2.28,8.54,5.2,1.85,0.51,0.97
040055,1001 TOWSON AVENUE,AR,72901,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.24,158.81,2.7,9.1,10.5,14.4,4.8,0.23,0.33,12.3,13.2,3.23,1.35,3.22,8.43,4.04,1.68,3.41,1.08
640001,"FAGAALU VILLAGE, P O BOX LBJ",AS,96799,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,,,,,,,,,,,,,,,,,,
034004,7575 EAST EARLL DRIVE,AZ,85251,Psychiatric,Voluntary non-profit - Private,No,,,,,,,,,,,,,,,,,,,
030083,3929 EAST BELL ROAD,AZ,85032,Acute Care Hospitals,Proprietary,Yes,0.83,,,8.9,10.6,15.2,4.0,0.29,0.27,,17.1,3.46,1.69,2.6,9.6,5.46,1.83,0.74,0.95
030084,"US HWY 191, HOSPITAL ROAD",AZ,86503,Acute Care Hospitals,Government - Federal,Yes,0.89,,,,,17.5,4.1,0.25,0.29,,,,,,,,,1.2,0.65
030085,6200 NORTH LA CHOLLA BOULEVARD,AZ,85741,Acute Care Hospitals,Proprietary,Yes,0.74,188.56,2.0,8.1,14.3,19.1,5.0,0.18,0.24,13.6,14.6,4.08,1.52,1.83,6.31,3.84,1.97,0.75,1.05
030087,9003 EAST SHEA BOULEVARD,AZ,85260,Acute Care Hospitals,Proprietary,Yes,0.97,191.63,2.3,9.3,10.4,15.3,3.4,0.28,0.26,11.5,13.8,5.0,2.13,2.33,9.28,7.65,1.89,0.34,0.98
030088,6644 EAST BAYWOOD AVENUE,AZ,85206,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.86,183.05,,10.3,11.5,21.2,4.9,0.33,0.27,,13.8,2.5,1.59,1.91,8.43,5.39,1.67,0.25,1.03
030089,5555 WEST THUNDERBIRD ROAD,AZ,85306,Acute Care Hospitals,Government - Hospital District or Authority,No,0.86,154.9,2.2,8.1,9.9,14.7,4.2,0.23,0.27,13.2,12.6,3.82,1.79,2.79,16.57,4.97,1.69,0.81,1.05
030092,19829 NORTH 27TH AVENUE,AZ,85027,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.67,161.75,3.8,8.8,11.0,15.8,4.1,0.19,0.27,14.4,13.0,4.97,2.34,2.85,13.19,5.64,2.41,0.88,1.03
030093,14502 WEST MEEKER BOULEVARD,AZ,85375,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.76,151.29,,8.9,10.9,17.7,4.2,0.29,0.32,11.3,13.7,3.07,1.89,3.12,8.83,4.32,1.96,0.34,0.95
030094,18701 NORTH 67TH AVENUE,AZ,85308,Acute Care Hospitals,Proprietary,Yes,1.59,151.96,3.7,10.8,11.1,15.9,4.1,0.33,0.27,12.6,14.3,3.67,1.62,3.3,14.71,5.16,2.07,0.64,1.01
030101,2735 SILVER CREEK ROAD,AZ,86442,Acute Care Hospitals,Proprietary,Yes,0.77,198.12,,11.8,9.5,20.3,4.7,0.22,0.31,13.6,12.4,3.43,1.61,2.04,11.09,5.06,1.72,0.27,0.91
030103,5777 EAST MAYO BOULEVARD,AZ,85054,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.48,125.36,1.8,6.4,9.1,11.6,2.6,0.26,0.23,9.5,9.4,2.97,1.79,2.11,8.46,4.93,2.0,0.39,0.96
030105,6750 EAST BAYWOOD AVENUE,AZ,85206,Acute Care Hospitals,Voluntary non-profit - Private,No,1.07,165.67,2.1,,11.0,16.1,4.0,0.26,0.27,14.3,,3.57,2.31,1.83,14.08,8.58,1.79,0.47,1.01
030107,4620 EAST BASELINE ROAD,AZ,85206,Acute Care Hospitals,Physician,No,0.88,,,,,,3.9,0.25,0.27,,,3.28,1.63,2.19,6.58,4.74,1.87,0.65,0.81
030108,6501 NORTH 19TH AVENUE,AZ,85015,Acute Care Hospitals,Physician,No,0.88,,,,,,4.0,0.25,0.28,,,3.4,1.66,2.22,7.68,5.01,1.87,,0.88
030110,13677 WEST MCDOWELL ROAD,AZ,85395,Acute Care Hospitals,Proprietary,Yes,0.97,173.83,,9.0,11.2,17.5,4.6,0.31,0.29,13.0,17.3,3.56,1.68,2.34,12.34,5.48,1.74,0.43,1.01
030111,2800 EAST AJO WAY,AZ,85713,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.84,,,8.2,8.3,13.2,4.0,0.24,0.27,11.5,,4.0,1.68,2.33,9.75,,1.83,0.35,0.94
030112,750 NORTH 40TH STREET,AZ,85008,Acute Care Hospitals,Proprietary,No,0.88,,,,,,4.0,0.25,0.28,,,3.98,1.67,2.35,8.86,5.28,1.87,0.62,0.91
030113,200 WEST HOSPITAL DRIVE  (PO BOX 860),AZ,85941,Acute Care Hospitals,Government - Federal,No,,,,,,14.7,3.9,0.25,0.29,,,,,,,,,0.59,0.62
030114,1551 EAST TANGERINE ROAD,AZ,85755,Acute Care Hospitals,Proprietary,Yes,0.8,,,8.9,12.0,13.4,4.2,0.33,0.38,13.0,11.4,3.23,2.03,2.17,8.04,5.11,1.78,0.3,0.95
030115,9201 WEST THOMAS ROAD,AZ,85037,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.97,161.76,3.4,7.6,8.0,17.8,3.9,0.26,0.33,11.9,12.2,3.91,1.6,2.02,10.39,5.96,2.13,1.23,0.98
030117,5330 SOUTH HIGHWAY 95,AZ,86426,Acute Care Hospitals,Proprietary,Yes,0.87,,,9.5,14.4,16.9,4.7,0.24,0.29,,13.6,4.2,1.67,2.34,9.88,5.27,,0.51,0.83
030119,3555 SOUTH VAL VISTA DRIVE,AZ,85297,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.79,165.42,,7.9,7.8,13.4,3.5,0.23,0.24,13.1,11.6,6.1,1.56,2.16,9.65,6.89,1.72,0.56,1.03
030121,1301 SOUTH CRISMON ROAD,AZ,85209,Acute Care Hospitals,Proprietary,Yes,0.79,187.83,,9.0,10.3,16.0,4.4,0.32,0.34,15.0,13.4,3.11,2.29,2.34,6.43,5.25,1.79,0.6,0.93
030078,4212 NORTH 16TH STREET,AZ,85016,Acute Care Hospitals,Government - Federal,No,0.88,,,,,,4.2,0.25,0.33,,,3.8,,2.36,,,,1.23,0.81
030074,"HIGHWAY 86, AT TOPAWA ROAD",AZ,85634,Acute Care Hospitals,Tribal,Yes,,,,,,,,0.25,0.29,,,,,,,,,0.65,
030073,PO BOX 600,AZ,86045,Acute Care Hospitals,Voluntary non-profit - Other,No,0.85,,,,,13.2,4.0,0.37,0.28,,,4.5,1.66,3.12,8.76,5.21,1.84,0.97,0.79
030071,PO BOX 649,AZ,86504,Acute Care Hospitals,Tribal,Yes,0.88,,,,,17.2,4.4,0.24,0.28,,,3.86,,2.41,,,1.86,0.55,0.86
033302,1919 EAST THOMAS ROAD,AZ,85016,Childrens,Voluntary non-profit - Private,No,,,,,,,,,,,,,,,,,,,
030002,1111 EAST MCDOWELL ROAD,AZ,85006,Acute Care Hospitals,Voluntary non-profit - Other,Yes,1.19,177.95,1.9,6.7,9.1,13.7,3.3,0.26,0.34,11.1,14.0,4.0,4.11,2.03,18.56,9.47,1.45,0.73,1.03
030006,5301 EAST GRANT ROAD,AZ,85712,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.64,144.73,2.1,11.8,14.6,18.4,4.7,0.23,0.4,14.7,14.5,2.78,2.4,2.21,13.02,6.0,1.76,0.88,1.04
030007,269 SOUTH CANDY LANE,AZ,86326,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.76,193.49,,7.2,11.2,18.9,4.2,0.33,0.34,13.4,12.7,4.73,1.64,2.13,8.24,5.91,1.73,0.3,0.99
030010,1601 WEST ST MARY'S ROAD,AZ,85745,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.27,181.98,2.4,8.2,11.9,15.2,4.0,0.27,0.3,13.2,15.1,4.38,1.51,2.28,7.86,5.7,1.78,0.23,1.01
030011,350 NORTH WILMOT ROAD,AZ,85711,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.76,174.16,,9.0,12.2,20.8,4.1,0.25,0.24,10.9,15.1,3.85,1.6,2.7,10.34,5.19,1.72,0.44,1.05
030012,1003 WILLOW CREEK ROAD,AZ,86301,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.06,200.27,4.8,10.7,12.5,19.5,4.7,0.35,0.23,12.3,15.1,4.88,3.21,2.16,11.55,6.43,1.61,2.64,1.02
030014,250 EAST DUNLAP AVENUE,AZ,85020,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.93,176.87,,9.5,11.2,14.2,3.7,0.2,0.24,11.9,15.0,6.14,1.51,2.72,10.21,6.4,2.52,0.17,0.98
030016,1800 EAST FLORENCE BOULEVARD,AZ,85122,Acute Care Hospitals,Voluntary non-profit - Other,Yes,1.0,,,8.8,11.8,14.4,4.3,0.22,0.27,11.7,14.0,3.21,1.66,2.22,11.3,6.0,1.77,0.55,0.93
030022,2601 EAST ROOSEVELT STREET,AZ,85008,Acute Care Hospitals,Government - Local,No,0.85,204.21,,,9.7,16.1,4.2,0.3,0.28,,,3.7,,2.21,,,1.82,0.3,1.1
030023,1200 NORTH BEAVER STREET,AZ,86001,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.85,185.06,3.1,8.5,10.0,16.5,4.2,0.22,0.27,13.6,13.1,3.85,1.44,2.34,13.01,4.76,1.68,0.13,1.07
030024,350 WEST THOMAS ROAD,AZ,85013,Acute Care Hospitals,Voluntary non-profit - Church,Yes,1.15,158.93,2.0,7.5,9.6,13.7,3.9,0.56,0.26,10.8,15.3,4.71,2.21,5.0,17.84,7.6,2.45,0.77,1.04
030030,2000 WEST BETHANY HOME ROAD,AZ,85015,Acute Care Hospitals,Physician,Yes,0.82,180.49,,,11.2,14.6,4.2,0.23,0.28,,14.0,4.66,,2.63,,,1.8,0.33,1.03
030036,1955 WEST FRYE ROAD,AZ,85224,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.41,143.37,2.4,7.4,11.7,16.8,3.9,0.33,0.29,13.9,12.9,6.12,2.29,1.9,9.62,5.84,1.87,0.18,1.04
030037,1800 EAST VAN BUREN STREET,AZ,85006,Acute Care Hospitals,Proprietary,Yes,1.11,,,,,,4.1,0.37,0.29,,,3.64,1.68,2.73,9.25,5.33,1.85,0.51,1.09
030038,7400 EAST OSBORN ROAD,AZ,85251,Acute Care Hospitals,Proprietary,Yes,0.66,186.18,,8.8,11.7,15.5,4.1,0.3,0.24,11.7,15.3,5.2,1.39,2.89,8.31,4.32,2.43,0.41,1.0
030043,5700 EAST HIGHWAY 90,AZ,85635,Acute Care Hospitals,Voluntary non-profit - Other,Yes,1.05,,,6.7,12.0,16.0,4.7,0.23,0.27,13.7,15.3,3.17,1.66,2.22,11.89,5.28,1.79,0.71,1.03
030055,3269 STOCKTON HILL ROAD,AZ,86401,Acute Care Hospitals,Government - Hospital District or Authority,Yes,1.48,208.23,,9.0,12.8,12.6,3.4,0.32,0.26,11.4,14.1,4.21,1.62,2.55,8.46,4.74,1.78,0.76,0.85
030061,13632 N 99TH AVE,AZ,85351,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.92,152.09,2.1,8.3,11.7,19.0,4.5,0.21,0.29,12.1,13.8,3.69,2.53,2.1,13.56,8.06,1.94,0.52,1.0
030062,2200 EAST SHOW LOW LAKE ROAD,AZ,85901,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.99,146.44,,8.3,10.2,13.5,4.3,0.22,0.27,11.0,12.4,3.4,1.64,2.79,23.3,6.79,1.72,0.58,0.9
030064,1625 NORTH CAMPBELL AVENUE,AZ,85719,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.12,180.84,1.8,9.6,10.0,15.1,3.6,0.22,0.32,11.0,14.7,4.34,1.9,2.36,8.46,6.3,1.74,0.28,0.99
030065,1400 SOUTH  DOBSON ROAD,AZ,85202,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.87,149.47,2.7,8.7,11.9,19.3,3.7,0.33,0.29,12.6,14.0,4.67,2.37,1.62,11.48,4.27,2.54,0.94,1.04
030069,101 CIVIC CENTER LANE,AZ,86403,Acute Care Hospitals,Proprietary,Yes,0.77,180.01,2.1,10.6,13.9,14.5,4.8,0.21,0.29,10.8,14.6,2.97,1.44,2.43,18.18,4.75,1.74,0.18,0.93
030122,1900 NORTH HIGLEY ROAD,AZ,85234,Acute Care Hospitals,Voluntary non-profit - Other,Yes,1.13,165.17,,7.9,10.5,14.0,4.0,0.33,0.26,,15.3,3.98,1.69,3.5,12.69,4.68,1.61,0.63,0.99
030123,7400 EAST THOMPSON PEAK PARKWAY,AZ,85255,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.09,188.09,,7.8,8.0,14.0,3.5,0.24,0.23,11.4,10.5,4.51,1.5,1.84,5.11,4.84,2.07,0.2,0.93
030013,2400 SOUTH AVENUE A,AZ,85364,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.56,208.58,2.8,11.9,12.6,18.0,5.4,0.19,0.24,14.3,13.8,2.37,1.41,2.35,11.15,6.84,2.02,0.61,1.05
030130,37000 NORTH GANTZEL ROAD,AZ,85140,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.3,182.5,,8.9,14.6,16.5,3.8,0.24,0.28,,,4.2,1.68,2.31,,,2.56,0.33,0.88
031318,807 SOUTH PONDEROSA DRIVE,AZ,85541,Critical Access Hospitals,Voluntary non-profit - Other,No,,,,8.9,14.6,17.4,4.1,,,,13.2,,,,,,,,
031319,1600 SOUTH 20TH AVENUE,AZ,85546,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,,,,,4.3,,,,,,,,,,,,
031320,103 MEDICINE WAY ROAD,AZ,85542,Critical Access Hospitals,Tribal,Yes,,,,,,,3.9,,,,,,,,,,,,
034041,3322 SOUTH ELLSWORTH ROAD,AZ,85212,Psychiatric,Proprietary,No,,,,,,,,,,,,,,,,,,,
034040,9160 EAST HORSESHOE RD,AZ,85258,Psychiatric,Proprietary,No,,,,,,,,,,,,,,,,,,,
034038,1346 EAST MCDOWELL ROAD,AZ,85006,Psychiatric,Proprietary,No,,,,,,,,,,,,,,,,,,,
